"govtrust","humanid","globalid","ownestim","gender","age","income","edu","ses","scicons","trustsci","envid","extmotiv","intmotiv","politics","cri_2020","co_emissions","gini","hdi","CountryCode","pcpid","ccshare"
"29","67","77","66","2","18","","2","5","65","52.5","49","67.6","74.4","",119.17,6.7538,29.2,0.945,21,"1555",0
"51","96","87","56","2","20","5","3","7","74","100","98.25","43.8","88","24",119.17,6.7538,29.2,0.945,21,"1556",1
"59","55","62","92","2","19","2","3","4","85","76","66.75","79.6","55.8","28",119.17,6.7538,29.2,0.945,21,"1557",0
"60","100","100","55","2","27","5","4","6","86","80","100","20","93.8","10",119.17,6.7538,29.2,0.945,21,"1559",0
"10","100","50","90","1","26","4","3","5","95","50","65","1","20.8","",119.17,6.7538,29.2,0.945,21,"1560",0
"51","79","42","79","1","19","5","3","6","93","74","45","43.6","80.2","28.5",119.17,6.7538,29.2,0.945,21,"1562",0
"40","96","80","60","1","22","5","3","7","39","36","90.75","15.6","71","",119.17,6.7538,29.2,0.945,21,"1566",1
"21","79","82","61","1","20","5","3","7","91","81","73","64.4","77.6","50",119.17,6.7538,29.2,0.945,21,"1567",0
"79","83","50","64","1","25","7","4","9","71","83","68.75","63","56.2","54",119.17,6.7538,29.2,0.945,21,"1569",1
"59","39","46","47","1","28","6","3","8","46","41.5","45","43.8","52.6","43.5",119.17,6.7538,29.2,0.945,21,"1570",1
"53","55","35","65","1","40","4","1","9","47","58.5","61","59.8","50.2","53.5",119.17,6.7538,29.2,0.945,21,"1571",0
"58","86","75","92","1","23","3","3","5","91","64.5","84.75","85.4","68.8","66",119.17,6.7538,29.2,0.945,21,"1572",1
"55","54","60","53","2","28","5","4","7","49","48.5","42","42.2","50","43",119.17,6.7538,29.2,0.945,21,"1573",1
"85","100","100","64","1","18","","3","10","58","72","98.75","100","58.4","76",119.17,6.7538,29.2,0.945,21,"1574",1
"31","98","98","70","2","22","6","4","8","100","98","97.25","59.4","98.4","8.5",119.17,6.7538,29.2,0.945,21,"1575",0
"74","80","55","80","1","53","7","3","9","85","64.5","81.75","84","80.8","71.5",119.17,6.7538,29.2,0.945,21,"1576",1
"75","73","79","75","2","32","4","4","8","83","68.5","76","77","65.2","74.5",119.17,6.7538,29.2,0.945,21,"1577",1
"99","100","100","98","2","30","7","3","8","97","98.5","99.5","98.4","79.6","99",119.17,6.7538,29.2,0.945,21,"1578",1
"71","68","67","90","1","24","4","4","5","54","74","92.5","13.6","90.4","8.5",119.17,6.7538,29.2,0.945,21,"1579",1
"29","67","77","83","2","21","4","3","5","83","72","78.5","37.6","73.4","",119.17,6.7538,29.2,0.945,21,"1580",0
"53","83","69","40","2","20","3","3","7","71","52","80.25","32.2","85.2","",119.17,6.7538,29.2,0.945,21,"1581",0
"46","88","69","50","2","20","","2","6","82","82","64.5","29.2","64.4","16.5",119.17,6.7538,29.2,0.945,21,"1582",1
"60","66","80","70","1","21","5","3","7","84","73","59.75","32.2","54.2","51",119.17,6.7538,29.2,0.945,21,"1584",0
"78","87","85","70","2","58","8","4","9","96","87","90.5","22.4","86.4","40.5",119.17,6.7538,29.2,0.945,21,"1585",1
"40","80","38","60","2","58","3","3","5","80","73","70.25","49.2","52.4","28.5",120.5,6.5104,38.6,0.919,22,"1586",0
"35","79","66","62","2","34","","3","7","25","","45.25","15.2","43.8","97",120.5,6.5104,38.6,0.919,22,"1588",0
"36","100","32","53","1","25","4","3","8","57","98.5","60.75","66.6","61.8","9.5",120.5,6.5104,38.6,0.919,22,"1589",0
"42","73","72","57","2","49","1","2","5","100","92","88","1.6","74","82.5",120.5,6.5104,38.6,0.919,22,"1593",1
"58","68","0","27","1","41","3","2","7","100","84","75.25","20.2","70.4","",120.5,6.5104,38.6,0.919,22,"1595",0
"22","88","92","92","1","25","3","3","5","95","49","89.5","75","63.6","89",120.5,6.5104,38.6,0.919,22,"1596",1
"28","80","23","60","1","34","5","3","7","86","6.5","42","10.4","7.8","90",120.5,6.5104,38.6,0.919,22,"1597",0
"92","40","14","88","1","29","3","4","7","59","93","45.25","73.4","71","93",120.5,6.5104,38.6,0.919,22,"1599",1
"43","22","26","20","1","32","","3","6","5","37","66.25","16","27","",120.5,6.5104,38.6,0.919,22,"1600",0
"47","99","99","47","1","43","4","3","9","49","74","99.25","21.2","40.6","100",120.5,6.5104,38.6,0.919,22,"1601",1
"11","45","18","43","2","25","8","3","7","67","79","59.5","5.2","19.4","71",120.5,6.5104,38.6,0.919,22,"1602",0
"31","88","83","79","1","30","","2","8","80","71","80.5","32","76.8","41",120.5,6.5104,38.6,0.919,22,"1604",0
"0","0","0","13","1","28","1","3","4","2","0","0","0.6","0.6","88",120.5,6.5104,38.6,0.919,22,"1605",0
"52","68","78","35","1","32","4","3","6","66","74.5","79","32.2","65.6","49.5",120.5,6.5104,38.6,0.919,22,"1607",0
"22","42","35","25","1","20","","2","8","39","","37.25","9","21","94",120.5,6.5104,38.6,0.919,22,"1609",0
"0","80","61","3","2","30","","3","7","91","8","42.25","2.4","61.8","",120.5,6.5104,38.6,0.919,22,"1610",0
"60","71","55","30","1","34","6","3","6","86","77.5","46","73","51.2","46.5",120.5,6.5104,38.6,0.919,22,"1611",0
"54","74","80","27","2","35","3","3","4","80","52","82.5","81","75.4","63.5",120.5,6.5104,38.6,0.919,22,"1614",0
"21","85","34","31","2","34","4","3","5","91","31","77.25","29","65.4","61",120.5,6.5104,38.6,0.919,22,"1615",1
"57","34","54","61","1","55","4","4","6","91","65","59","34.6","80.2","64",120.5,6.5104,38.6,0.919,22,"1618",0
"23","51","80","32","2","55","","3","6","83","56","49.25","21","66.6","25",120.5,6.5104,38.6,0.919,22,"1619",0
"10","72","48","62","2","31","4","3","7","90","50","54.25","4.4","56.4","17",120.5,6.5104,38.6,0.919,22,"1620",0
"30","66","66","65","1","45","5","3","6","85","52","76.25","12.2","74.4","44",120.5,6.5104,38.6,0.919,22,"1621",0
"14","94","91","93","2","59","4","4","8","100","85.5","99.75","0.4","98","33",120.5,6.5104,38.6,0.919,22,"1622",1
"51","78","29","31","1","31","5","","8","70","7.5","39","2","66","79",120.5,6.5104,38.6,0.919,22,"1623",0
"9","79","72","47","1","39","4","3","6","82","24","51.25","32.6","49.4","74",120.5,6.5104,38.6,0.919,22,"1626",0
"49","64","63","57","2","46","4","4","6","60","62","64","31","72","21.5",120.5,6.5104,38.6,0.919,22,"1629",0
"37","49","65","65","1","62","4","3","7","78","59","49","53.4","52.6","50.5",120.5,6.5104,38.6,0.919,22,"1630",1
"77","70","18","70","1","45","5","3","7","77","69","37","42.6","46.2","48",120.5,6.5104,38.6,0.919,22,"1631",0
"31","48","75","50","1","51","6","3","7","75","55","71.25","42.2","83","48",120.5,6.5104,38.6,0.919,22,"1632",1
"29","82","0","29","2","28","1","3","6","59","79","28.5","19.6","70.2","",120.5,6.5104,38.6,0.919,22,"1634",0
"67","81","10","20","2","24","1","3","5","8","31.5","30.5","17.2","28","91",120.5,6.5104,38.6,0.919,22,"1635",0
"32","55","43","26","1","37","5","3","6","74","62","63","24.6","50.6","42",120.5,6.5104,38.6,0.919,22,"1637",1
"63","84","75","68","2","35","3","3","7","60","64","74.25","5.4","76","86",120.5,6.5104,38.6,0.919,22,"1638",1
"60","62","69","14","2","28","6","4","7","82","","31.75","19.6","40.6","16.5",120.5,6.5104,38.6,0.919,22,"1639",0
"27","63","32","70","1","47","6","4","7","80","83","82.5","46.4","55.4","57",120.5,6.5104,38.6,0.919,22,"1641",0
"50","57","44","20","1","27","5","3","5","28","70","61","8.8","25.4","39.5",120.5,6.5104,38.6,0.919,22,"1643",0
"37","77","83","52","","47","5","3","5","52","68","53.75","73","42","32.5",120.5,6.5104,38.6,0.919,22,"1645",0
"87","84","72","91","1","45","4","3","6","59","79","86","17","72.6","83",120.5,6.5104,38.6,0.919,22,"1646",1
"30","95","80","75","1","44","8","3","7","90","95","97.25","0","92","31.5",120.5,6.5104,38.6,0.919,22,"1648",0
"52","62","44","55","1","41","4","2","7","54","74.5","77.5","27.2","68.6","54",120.5,6.5104,38.6,0.919,22,"1649",0
"43","72","65","67","1","48","7","3","7","86","73.5","68.25","62.2","77.8","64.5",120.5,6.5104,38.6,0.919,22,"1650",0
"40","61","40","30","2","28","6","3","6","52","60","30.25","8.2","33","73",120.5,6.5104,38.6,0.919,22,"1652",0
"59","79","84","27","1","45","5","3","9","66","78.5","81","37","70.4","45.5",120.5,6.5104,38.6,0.919,22,"1653",1
"50","70","64","51","2","28","5","3","7","80","70","76.25","13","78","52",120.5,6.5104,38.6,0.919,22,"1654",0
"20","80","59","69","1","47","","3","9","90","85.5","66.5","0","88.6","50",120.5,6.5104,38.6,0.919,22,"1655",0
"22","35","44","41","1","59","4","4","6","57","41","62","11.8","76.4","66.5",120.5,6.5104,38.6,0.919,22,"1656",1
"56","85","93","43","1","58","4","3","7","80","79.5","86.75","14.6","76.4","27.5",120.5,6.5104,38.6,0.919,22,"1657",1
"54","94","51","20","2","34","3","3","5","86","48","39","10","48.6","63.5",120.5,6.5104,38.6,0.919,22,"1660",0
"25","60","66","51","1","55","8","3","6","87","70","25.5","1.2","36","2",120.5,6.5104,38.6,0.919,22,"1661",0
"74","72","75","73","2","30","4","4","5","58","75","76.5","77.4","69.6","48.5",120.5,6.5104,38.6,0.919,22,"1662",0
"8","71","81","38","2","48","8","3","7","79","74","88.5","7.4","93.2","3.5",120.5,6.5104,38.6,0.919,22,"1665",0
"11","75","32","13","2","27","5","3","6","83","53","37.5","27.4","66.4","73",120.5,6.5104,38.6,0.919,22,"1668",0
"50","30","38","38","2","24","","2","5","66","64","34.25","25","23.2","",120.5,6.5104,38.6,0.919,22,"1669",0
"49","92","88","4","1","34","4","3","7","82","5.5","78.75","4.6","78.8","49.5",120.5,6.5104,38.6,0.919,22,"1670",0
"30","81","50","50","2","22","","2","6","81","60","75.5","9.2","58.2","3.5",120.5,6.5104,38.6,0.919,22,"1671",0
"50","62","0","65","2","26","3","4","6","80","50","67.25","14","75","76.5",120.5,6.5104,38.6,0.919,22,"1672",0
